Quotazioni Immobiliari : Valori di Mercato - Semestre 2015/2 - elaborazione del 23-MAG-26
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;B;B1;BL00000664;13;Box;NORMALE;P;470;570;L;2,1;2,4;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;B;B1;BL00000664;14;Posti auto coperti;NORMALE;P;320;410;L;1,5;1,8;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;B;B1;BL00000664;15;Posti auto scoperti;NORMALE;P;230;290;L;1;1,3;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;B;B1;BL00000664;1;Ville e Villini;NORMALE;P;1100;1300;L;3,7;4,1;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;B;B1;BL00000664;5;Negozi;NORMALE;P;990;1150;L;4,3;4,8;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;B;B1;BL00000664;6;Uffici;NORMALE;P;940;1150;L;3,3;3,7;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;R;R1;BL00002065;20;Abitazioni civili;NORMALE;P;740;1000;L;2,1;3;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;R;R1;BL00002065;16;Autorimesse;NORMALE;P;200;260;L;,8;1;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;R;R1;BL00002065;13;Box;NORMALE;P;320;440;L;1,4;1,8;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;R;R1;BL00002065;14;Posti auto coperti;NORMALE;P;230;300;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;R;R1;BL00002065;15;Posti auto scoperti;NORMALE;P;180;220;L;,7;,9;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;R;R1;BL00002065;1;Ville e Villini;NORMALE;P;740;1000;L;2,4;3,3;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;R;R1;BL00002065;5;Negozi;NORMALE;P;700;910;L;3,1;4;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;R;R1;BL00002065;8;Capannoni industriali;NORMALE;P;320;475;L;2,4;3,6;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;R;R1;BL00002065;7;Capannoni tipici;NORMALE;P;285;440;L;2,2;3,3;L;
NORD-EST;VENETO;BL;5025033;D2BJ; ;E708;LOZZO DI CADORE;R;R1;BL00002065;10;Laboratori;NORMALE;P;255;365;L;1,9;2,6;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;20;Abitazioni civili;NORMALE;P;850;1050;L;3,1;3,5;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;21;Abitazioni di tipo economico;NORMALE;P;650;840;L;2,5;3,5;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;16;Autorimesse;NORMALE;P;250;330;L;1,2;1,5;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;13;Box;NORMALE;P;420;550;L;2;2,5;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;14;Posti auto coperti;NORMALE;P;290;390;L;1,4;1,8;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;15;Posti auto scoperti;NORMALE;P;210;280;L;1;1,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;1;Ville e Villini;NORMALE;P;1100;1250;L;3,1;3,5;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;5;Negozi;NORMALE;P;920;1100;L;4,2;5,1;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;6;Uffici;NORMALE;P;900;980;L;3,9;4,2;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;7;Capannoni tipici;NORMALE;P;290;370;L;2,9;3,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;B;B1;BL00000682;10;Laboratori;NORMALE;P;270;335;L;2,5;3,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;D;D1;BL00000683;20;Abitazioni civili;NORMALE;P;700;1050;L;2,4;2,8;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;D;D1;BL00000683;16;Autorimesse;NORMALE;P;210;290;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;D;D1;BL00000683;13;Box;NORMALE;P;350;480;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;D;D1;BL00000683;14;Posti auto coperti;NORMALE;P;240;330;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;D;D1;BL00000683;15;Posti auto scoperti;NORMALE;P;180;240;L;,7;,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;D;D1;BL00000683;1;Ville e Villini;NORMALE;P;900;1150;L;2,4;3,1;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;D;D1;BL00000683;5;Negozi;NORMALE;P;770;890;L;3,3;4,2;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;D;D1;BL00000683;8;Capannoni industriali;NORMALE;P;370;510;L;2,9;4,2;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;D;D1;BL00000683;7;Capannoni tipici;NORMALE;P;290;370;L;2,9;3,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;D;D1;BL00000683;10;Laboratori;NORMALE;P;270;335;L;2,5;3,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E1;BL00000684;20;Abitazioni civili;NORMALE;P;700;1050;L;2,4;2,8;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E1;BL00000684;16;Autorimesse;NORMALE;P;210;290;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E1;BL00000684;13;Box;NORMALE;P;350;480;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E1;BL00000684;14;Posti auto coperti;NORMALE;P;240;330;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E1;BL00000684;15;Posti auto scoperti;NORMALE;P;180;240;L;,7;,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E1;BL00000684;1;Ville e Villini;NORMALE;P;900;1150;L;2,4;3,1;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E1;BL00000684;5;Negozi;NORMALE;P;770;890;L;3,3;4,2;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E1;BL00000684;8;Capannoni industriali;NORMALE;P;370;510;L;2,9;4,2;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E1;BL00000684;7;Capannoni tipici;NORMALE;P;290;370;L;2,9;3,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E1;BL00000684;10;Laboratori;NORMALE;P;270;335;L;2,5;3,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E2;BL00002261;20;Abitazioni civili;NORMALE;P;700;1050;L;2,4;2,8;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E2;BL00002261;16;Autorimesse;NORMALE;P;210;290;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E2;BL00002261;13;Box;NORMALE;P;350;480;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E2;BL00002261;14;Posti auto coperti;NORMALE;P;240;330;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E2;BL00002261;15;Posti auto scoperti;NORMALE;P;180;240;L;,7;,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E2;BL00002261;1;Ville e Villini;NORMALE;P;900;1150;L;2,4;3,1;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E2;BL00002261;5;Negozi;NORMALE;P;770;890;L;3,3;4,2;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E2;BL00002261;8;Capannoni industriali;NORMALE;P;370;510;L;2,9;4,2;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E2;BL00002261;7;Capannoni tipici;NORMALE;P;290;370;L;2,9;3,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E2;BL00002261;10;Laboratori;NORMALE;P;270;335;L;2,5;3,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E3;BL00002262;20;Abitazioni civili;NORMALE;P;700;1050;L;2,4;2,8;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E3;BL00002262;16;Autorimesse;NORMALE;P;210;290;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E3;BL00002262;13;Box;NORMALE;P;350;480;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E3;BL00002262;14;Posti auto coperti;NORMALE;P;240;330;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E3;BL00002262;15;Posti auto scoperti;NORMALE;P;180;240;L;,7;,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E3;BL00002262;1;Ville e Villini;NORMALE;P;900;1150;L;2,4;3,1;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E3;BL00002262;5;Negozi;NORMALE;P;770;890;L;3,3;4,2;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E3;BL00002262;8;Capannoni industriali;NORMALE;P;370;510;L;2,9;4,2;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E3;BL00002262;7;Capannoni tipici;NORMALE;P;290;370;L;2,9;3,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;E;E3;BL00002262;10;Laboratori;NORMALE;P;270;335;L;2,5;3,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;R;R1;BL00002208;20;Abitazioni civili;NORMALE;P;630;900;L;2,1;2,8;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;R;R1;BL00002208;16;Autorimesse;NORMALE;P;190;250;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;R;R1;BL00002208;13;Box;NORMALE;P;310;420;L;1,3;1,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;R;R1;BL00002208;14;Posti auto coperti;NORMALE;P;220;290;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;R;R1;BL00002208;15;Posti auto scoperti;NORMALE;P;170;210;L;,7;,9;L;
NORD-EST;VENETO;BL;5025034;D2BK; ;F094;MEL;R;R1;BL00002208;1;Ville e Villini;NORMALE;P;840;1100;L;2,1;2,8;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;B;B1;BL00000698;20;Abitazioni civili;NORMALE;P;700;830;L;2,4;3;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;B;B1;BL00000698;21;Abitazioni di tipo economico;NORMALE;P;650;780;L;2;2,5;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;B;B1;BL00000698;16;Autorimesse;NORMALE;P;220;250;L;,9;1,1;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;B;B1;BL00000698;13;Box;NORMALE;P;360;420;L;1,5;1,8;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;B;B1;BL00000698;14;Posti auto coperti;NORMALE;P;250;290;L;1,1;1,3;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;B;B1;BL00000698;15;Posti auto scoperti;NORMALE;P;190;210;L;,7;,9;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;B;B1;BL00000698;1;Ville e Villini;NORMALE;P;800;900;L;2,4;2,6;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;B;B1;BL00000698;5;Negozi;NORMALE;P;690;790;L;3;3,3;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;B;B1;BL00000698;6;Uffici;NORMALE;P;710;830;L;2,4;2,6;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;R;R1;BL00002067;20;Abitazioni civili;NORMALE;P;550;700;L;1,5;2,1;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;R;R1;BL00002067;16;Autorimesse;NORMALE;P;160;220;L;,7;,9;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;R;R1;BL00002067;13;Box;NORMALE;P;260;360;L;1,2;1,5;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;R;R1;BL00002067;14;Posti auto coperti;NORMALE;P;190;250;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;R;R1;BL00002067;15;Posti auto scoperti;NORMALE;P;140;190;L;,6;,7;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;R;R1;BL00002067;1;Ville e Villini;NORMALE;P;550;700;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025035;D2BL; ;G169;OSPITALE DI CADORE;R;R1;BL00002067;5;Negozi;NORMALE;P;530;690;L;2,3;3;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;B;B1;BL00000720;20;Abitazioni civili;NORMALE;P;1000;1200;L;3;4,5;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;B;B1;BL00000720;21;Abitazioni di tipo economico;NORMALE;P;800;1000;L;2,6;3,9;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;B;B1;BL00000720;16;Autorimesse;NORMALE;P;300;360;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;B;B1;BL00000720;13;Box;NORMALE;P;500;600;L;2,2;3;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;B;B1;BL00000720;14;Posti auto coperti;NORMALE;P;350;420;L;1,6;2,2;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;B;B1;BL00000720;15;Posti auto scoperti;NORMALE;P;250;300;L;1,2;1,6;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;B;B1;BL00000720;5;Negozi;NORMALE;P;1100;1350;L;3,4;5,1;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;B;B1;BL00000720;6;Uffici;NORMALE;P;810;960;L;3;4,5;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;B;B1;BL00000720;7;Capannoni tipici;NORMALE;P;230;295;L;1,8;2,7;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;B;B1;BL00000720;10;Laboratori;NORMALE;P;200;265;L;1,5;2,2;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;D;D1;BL00000722;20;Abitazioni civili;NORMALE;P;650;900;L;2,4;3,6;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;D;D1;BL00000722;16;Autorimesse;NORMALE;P;180;240;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;D;D1;BL00000722;13;Box;NORMALE;P;270;400;L;1,5;2,2;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;D;D1;BL00000722;14;Posti auto coperti;NORMALE;P;200;290;L;1,1;1,5;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;D;D1;BL00000722;15;Posti auto scoperti;NORMALE;P;140;200;L;,7;1;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;D;D1;BL00000722;1;Ville e Villini;NORMALE;P;850;1150;L;2,7;4;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;D;D1;BL00000722;5;Negozi;NORMALE;P;750;950;L;2,5;3,7;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;D;D1;BL00000722;7;Capannoni tipici;NORMALE;P;230;295;L;1,7;2,5;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;D;D1;BL00000722;10;Laboratori;NORMALE;P;200;265;L;1,4;2,1;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;R;R1;BL00002164;20;Abitazioni civili;NORMALE;P;750;840;L;2,4;3,6;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;R;R1;BL00002164;21;Abitazioni di tipo economico;NORMALE;P;550;690;L;2;3;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;R;R1;BL00002164;16;Autorimesse;NORMALE;P;180;230;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;R;R1;BL00002164;13;Box;NORMALE;P;270;380;L;1,5;2,2;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;R;R1;BL00002164;14;Posti auto coperti;NORMALE;P;200;260;L;1,1;1,5;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;R;R1;BL00002164;15;Posti auto scoperti;NORMALE;P;140;190;L;,7;1;L;
NORD-EST;VENETO;BL;5025036;D2BM; ;G404;PEDAVENA;R;R1;BL00002164;1;Ville e Villini;NORMALE;P;850;1000;L;2,7;4;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B1;BL00000741;20;Abitazioni civili;NORMALE;P;700;830;L;3;3,7;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B1;BL00000741;21;Abitazioni di tipo economico;NORMALE;P;650;780;L;2,4;3;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B1;BL00000741;16;Autorimesse;NORMALE;P;220;250;L;,9;1,1;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B1;BL00000741;13;Box;NORMALE;P;360;420;L;1,5;1,8;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B1;BL00000741;14;Posti auto coperti;NORMALE;P;250;290;L;1,1;1,3;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B1;BL00000741;15;Posti auto scoperti;NORMALE;P;190;210;L;,7;,9;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B1;BL00000741;1;Ville e Villini;NORMALE;P;750;900;L;2,4;2,6;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B1;BL00000741;5;Negozi;NORMALE;P;650;740;L;2,8;3;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B1;BL00000741;6;Uffici;NORMALE;P;710;830;L;2,4;2,6;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B2;BL00000742;20;Abitazioni civili;NORMALE;P;850;970;L;2,7;3,2;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B2;BL00000742;21;Abitazioni di tipo economico;NORMALE;P;800;950;L;2,7;3,2;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B2;BL00000742;16;Autorimesse;NORMALE;P;260;335;L;1,2;1,5;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B2;BL00000742;13;Box;NORMALE;P;450;560;L;1,9;2,4;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B2;BL00000742;14;Posti auto coperti;NORMALE;P;315;390;L;1,4;1,7;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B2;BL00000742;15;Posti auto scoperti;NORMALE;P;230;275;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B2;BL00000742;1;Ville e Villini;NORMALE;P;890;1050;L;3,2;3,5;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B2;BL00000742;5;Negozi;NORMALE;P;830;950;L;3,6;3,8;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;B;B2;BL00000742;6;Uffici;NORMALE;P;860;1050;L;3,2;3,5;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;R;R1;BL00002068;20;Abitazioni civili;NORMALE;P;570;710;L;1,5;2,1;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;R;R1;BL00002068;16;Autorimesse;NORMALE;P;160;220;L;,7;,9;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;R;R1;BL00002068;13;Box;NORMALE;P;260;360;L;1,2;1,5;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;R;R1;BL00002068;14;Posti auto coperti;NORMALE;P;190;250;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;R;R1;BL00002068;15;Posti auto scoperti;NORMALE;P;140;190;L;,6;,7;L;
NORD-EST;VENETO;BL;5025037;D2BN; ;G442;PERAROLO DI CADORE;R;R1;BL00002068;1;Ville e Villini;NORMALE;P;570;760;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;B;B1;BL00000758;20;Abitazioni civili;NORMALE;P;800;900;L;2,8;3,2;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;B;B1;BL00000758;21;Abitazioni di tipo economico;NORMALE;P;580;750;L;2,5;3,2;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;B;B1;BL00000758;16;Autorimesse;NORMALE;P;210;290;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;B;B1;BL00000758;13;Box;NORMALE;P;355;490;L;1,6;2;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;B;B1;BL00000758;14;Posti auto coperti;NORMALE;P;240;350;L;1,2;1,4;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;B;B1;BL00000758;15;Posti auto scoperti;NORMALE;P;190;250;L;,8;,9;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;B;B1;BL00000758;1;Ville e Villini;NORMALE;P;900;1050;L;2,4;2,9;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;B;B1;BL00000758;5;Negozi;NORMALE;P;790;890;L;3,5;4,2;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;B;B1;BL00000758;6;Uffici;NORMALE;P;800;920;L;3,4;4,1;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;E;E1;BL00000760;20;Abitazioni civili;NORMALE;P;700;850;L;2,3;2,6;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;E;E1;BL00000760;16;Autorimesse;NORMALE;P;210;275;L;,7;,9;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;E;E1;BL00000760;13;Box;NORMALE;P;335;470;L;1,5;1,7;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;E;E1;BL00000760;14;Posti auto coperti;NORMALE;P;230;335;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;E;E1;BL00000760;15;Posti auto scoperti;NORMALE;P;170;230;L;,6;,8;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;E;E1;BL00000760;1;Ville e Villini;NORMALE;P;800;1000;L;2,3;2,9;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;E;E1;BL00000760;5;Negozi;NORMALE;P;700;790;L;2,8;3,7;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;E;E3;BL00001264;8;Capannoni industriali;NORMALE;P;295;420;L;2,8;3,9;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;E;E3;BL00001264;7;Capannoni tipici;NORMALE;P;265;350;L;2,6;3;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;R;R1;BL00002203;20;Abitazioni civili;NORMALE;P;600;750;L;2,1;2,6;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;R;R1;BL00002203;16;Autorimesse;NORMALE;P;180;240;L;,7;1;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;R;R1;BL00002203;13;Box;NORMALE;P;295;410;L;1,5;1,7;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;R;R1;BL00002203;14;Posti auto coperti;NORMALE;P;220;275;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;R;R1;BL00002203;15;Posti auto scoperti;NORMALE;P;160;210;L;,6;,9;L;
NORD-EST;VENETO;BL;5025038;D2BP; ;G638;PIEVE D`ALPAGO;R;R1;BL00002203;1;Ville e Villini;NORMALE;P;740;900;L;2,1;2,6;L;
NORD-EST;VENETO;BL;5025039;D2BQ; ;G642;PIEVE DI CADORE;B;B1;BL00000786;20;Abitazioni civili;NORMALE;P;1200;1500;L;4;4,5;L;
NORD-EST;VENETO;BL;5025039;D2BQ; ;G642;PIEVE DI CADORE;B;B1;BL00000786;21;Abitazioni di tipo economico;NORMALE;P;1100;1200;L;4,2;4,5;L;
